Rang,Abs. Frekv.,Promille,Kumulert,Ord
4984,248,0.02,796.72,potensielle
4985,248,0.02,796.74,punktet
4986,248,0.02,796.75,rekord
4987,248,0.02,796.77,samvittighet
4988,248,0.02,796.79,sjølv
4989,248,0.02,796.8,stole
4990,248,0.02,796.82,strengere
4991,248,0.02,796.84,urettferdig
4992,247,0.02,796.85,broren
4993,247,0.02,796.87,bønder
4994,247,0.02,796.89,dempe
4995,247,0.02,796.91,drakk
4996,247,0.02,796.92,forgjeves
4997,247,0.02,796.94,platen
4998,247,0.02,796.96,raste
4999,247,0.02,796.97,saklig
5000,247,0.02,796.99,søknader
5001,247,0.02,797.01,teorien
5002,247,0.02,797.02,tottenham
5003,246,0.02,797.04,beskrive
5004,246,0.02,797.06,delene
5005,246,0.02,797.07,gundersen
5006,246,0.02,797.09,hardere
5007,246,0.02,797.11,hotellet
5008,246,0.02,797.13,katastrofe
5009,246,0.02,797.14,sandviken
5010,246,0.02,797.16,turid
5011,245,0.02,797.18,3
5012,245,0.02,797.19,avsatt
5013,245,0.02,797.21,blad
5014,245,0.02,797.23,ferske
5015,245,0.02,797.24,fordelingen
5016,245,0.02,797.26,goma
5017,245,0.02,797.28,halvdel
5018,245,0.02,797.29,klienter
5019,245,0.02,797.31,motorola
5020,245,0.02,797.33,nøkkelen
5021,245,0.02,797.34,oppgi
5022,245,0.02,797.36,schmidt
5023,245,0.02,797.38,spår
5024,245,0.02,797.39,trass
5025,245,0.02,797.41,trett
5026,245,0.02,797.43,utnytter
5027,245,0.02,797.44,utvides
5028,245,0.02,797.46,vannforsyning
5029,245,0.02,797.48,øket
5030,244,0.02,797.49,1980-tallet
5031,244,0.02,797.51,aasen
5032,244,0.02,797.53,aborterte
5033,244,0.02,797.54,bekjempe
5034,244,0.02,797.56,branns
5035,244,0.02,797.58,detalj
5036,244,0.02,797.6,etater
5037,244,0.02,797.61,foretrekker
5038,244,0.02,797.63,forskningen
5039,244,0.02,797.65,fortid
5040,244,0.02,797.66,gjennomgå
5041,244,0.02,797.68,hverdag
5042,244,0.02,797.7,knust
5043,244,0.02,797.71,linjen
5044,244,0.02,797.73,mannskapet
5045,244,0.02,797.75,opptak
5046,244,0.02,797.76,palestinsk
5047,244,0.02,797.78,presenterer
5048,244,0.02,797.8,sola
5049,244,0.02,797.81,utsettes
5050,244,0.02,797.83,vietnam
5051,244,0.02,797.85,østfold
5052,244,0.02,797.86,øverst
5053,243,0.02,797.88,avslutter
5054,243,0.02,797.9,barnas
5055,243,0.02,797.91,forleden
5056,243,0.02,797.93,grunnskolen
5057,243,0.02,797.95,investere
5058,243,0.02,797.96,karakteriserer
5059,243,0.02,797.98,nordmennene
5060,243,0.02,798,skepsis
5061,243,0.02,798.01,teoretisk
5062,243,0.02,798.03,trer
5063,242,0.02,798.05,applikasjonene
5064,242,0.02,798.06,blodet
5065,242,0.02,798.08,city
5066,242,0.02,798.1,dreide
5067,242,0.02,798.11,ennu
5068,242,0.02,798.13,grei
5069,242,0.02,798.15,informix
5070,242,0.02,798.16,isteden
5071,242,0.02,798.18,kontaktet
5072,242,0.02,798.19,lyse
5073,242,0.02,798.21,registrering
5074,242,0.02,798.23,selvstendige
5075,242,0.02,798.24,snur
5076,242,0.02,798.26,streng
5077,242,0.02,798.28,you
5078,241,0.02,798.29,analysen
5079,241,0.02,798.31,beregning
5080,241,0.02,798.33,egyptiske
5081,241,0.02,798.34,elektrisk
5082,241,0.02,798.36,kartlegge
5083,241,0.02,798.38,klubber
5084,241,0.02,798.39,midnatt
5085,241,0.02,798.41,mildt
5086,241,0.02,798.43,oppdraget
5087,240,0.02,798.44,42005
5088,240,0.02,798.46,arbeidstaker
5089,240,0.02,798.48,butikkene
5090,240,0.02,798.49,elsket
5091,240,0.02,798.51,foretok
5092,240,0.02,798.53,lytte
5093,240,0.02,798.54,lånet
5094,240,0.02,798.56,modem
5095,240,0.02,798.57,naboer
5096,240,0.02,798.59,nordlige
5097,240,0.02,798.61,paragraf
5098,240,0.02,798.62,rik
5099,240,0.02,798.64,sjå
5100,240,0.02,798.66,skadd
5101,240,0.02,798.67,skadelidtes
5102,240,0.02,798.69,sogndal
5103,240,0.02,798.71,statistikken
5104,240,0.02,798.72,utfordrer
5105,240,0.02,798.74,utkast
5106,240,0.02,798.76,vesle
5107,240,0.02,798.77,ytelsen
5108,239,0.02,798.79,'95
5109,239,0.02,798.8,apples
5110,239,0.02,798.82,bokstavelig
5111,239,0.02,798.84,borti
5112,239,0.02,798.85,dommerne
5113,239,0.02,798.87,dype
5114,239,0.02,798.89,enestående
5115,239,0.02,798.9,feilen
5116,239,0.02,798.92,foten
5117,239,0.02,798.94,gjernes
5118,239,0.02,798.95,jordan
5119,239,0.02,798.97,lanseres
5120,239,0.02,798.98,nærings-
5121,239,0.02,799,relative
5122,239,0.02,799.02,riksadvokaten
5123,239,0.02,799.03,samferdselsminister
5124,239,0.02,799.05,samles
5125,239,0.02,799.07,stabilitet
5126,239,0.02,799.08,tomt
5127,239,0.02,799.1,tyngde
5128,239,0.02,799.12,ulovlige
5129,239,0.02,799.13,utgjøre
5130,239,0.02,799.15,uttrykte
5131,239,0.02,799.17,verdig
5132,238,0.02,799.18,42007
5133,238,0.02,799.2,angeles
5134,238,0.02,799.21,anledningen
5135,238,0.02,799.23,ansette
5136,238,0.02,799.25,are
5137,238,0.02,799.26,dans
5138,238,0.02,799.28,fersk
5139,238,0.02,799.3,foregå
5140,238,0.02,799.31,forlengst
5141,238,0.02,799.33,formidle
5142,238,0.02,799.34,hav
5143,238,0.02,799.36,investert
5144,238,0.02,799.38,kripos
5145,238,0.02,799.39,natta
5146,238,0.02,799.41,open
5147,238,0.02,799.43,opprettes
5148,238,0.02,799.44,pakker
5149,238,0.02,799.46,skam
5150,238,0.02,799.48,slitt
5151,238,0.02,799.49,stikke
5152,238,0.02,799.51,sving
5153,238,0.02,799.52,tilhørte
5154,238,0.02,799.54,wenche
5155,238,0.02,799.56,årsakene
5156,237,0.02,799.57,750
5157,237,0.02,799.59,adobe
5158,237,0.02,799.61,adskillig
5159,237,0.02,799.62,analytikere
5160,237,0.02,799.64,ante
5161,237,0.02,799.65,applikasjonen
5162,237,0.02,799.67,avslag
5163,237,0.02,799.69,hoppe
5164,237,0.02,799.7,innlagt
5165,237,0.02,799.72,innse
5166,237,0.02,799.74,intern
5167,237,0.02,799.75,kinas
5168,237,0.02,799.77,konvensjonen
5169,237,0.02,799.78,pågående
5170,237,0.02,799.8,pårørende
5171,237,0.02,799.82,påstandene
5172,237,0.02,799.83,slottet
5173,236,0.02,799.85,2-0
5174,236,0.02,799.87,dokumentene
5175,236,0.02,799.88,flink
5176,236,0.02,799.9,fortvilet
5177,236,0.02,799.91,freden
5178,236,0.02,799.93,funksjonshemmede
5179,236,0.02,799.95,gjennomgått
5180,236,0.02,799.96,gjennomslag
5181,236,0.02,799.98,grønn
5182,236,0.02,799.99,hjemmebane
5183,236,0.02,800.01,konstant
5184,236,0.02,800.03,moss
5185,236,0.02,800.04,onde
5186,236,0.02,800.06,overlatt
5187,236,0.02,800.08,stuen
5188,236,0.02,800.09,vernepliktige
5189,235,0.02,800.11,astrid
5190,235,0.02,800.12,atter
5191,235,0.02,800.14,bevilgninger
5192,235,0.02,800.16,fravær
5193,235,0.02,800.17,gater
5194,235,0.02,800.19,inklusive
5195,235,0.02,800.2,ivrig
5196,235,0.02,800.22,mykje
5197,235,0.02,800.24,rammes
5198,235,0.02,800.25,reagere
5199,235,0.02,800.27,sivil
5200,235,0.02,800.28,sjuganov
5201,235,0.02,800.3,sort
5202,235,0.02,800.32,spiste
5203,235,0.02,800.33,uttrykkelig
5204,235,0.02,800.35,varmen
5205,235,0.02,800.37,veiledning
5206,235,0.02,800.38,willy
5207,235,0.02,800.4,wordperfect
5208,234,0.02,800.41,bredde
5209,234,0.02,800.43,grimstad
5210,234,0.02,800.45,hinder
5211,234,0.02,800.46,hjørnet
5212,234,0.02,800.48,idé
5213,234,0.02,800.49,integrasjon
5214,234,0.02,800.51,landsbyen
5215,234,0.02,800.53,nyere
5216,234,0.02,800.54,oppnår
5217,234,0.02,800.56,rt
5218,234,0.02,800.57,røyk
5219,234,0.02,800.59,sannsynlighet
5220,234,0.02,800.61,solide
5221,234,0.02,800.62,steve
5222,234,0.02,800.64,tilgangen
5223,234,0.02,800.65,tilliten
5224,234,0.02,800.67,voldsom
5225,233,0.02,800.69,amerikanere
5226,233,0.02,800.7,avskjed
5227,233,0.02,800.72,bevegelser
5228,233,0.02,800.73,forelå
5229,233,0.02,800.75,gjennomgående
5230,233,0.02,800.77,konsesjonsbehandling
5231,233,0.02,800.78,kontohaveren
5232,233,0.02,800.8,kontrollerer
5233,233,0.02,800.81,ledighet
5234,233,0.02,800.83,lokalene
5235,233,0.02,800.85,målene
5236,233,0.02,800.86,opprettholdes
5237,233,0.02,800.88,opprør
5238,233,0.02,800.89,overlevende
5239,233,0.02,800.91,problemstillingen
5240,233,0.02,800.93,reinen
5241,233,0.02,800.94,revisjon
5242,233,0.02,800.96,revolusjon
5243,233,0.02,800.97,rikshospitalet
5244,233,0.02,800.99,utbetaling
5245,233,0.02,801.01,valgkamp
5246,233,0.02,801.02,velferdstjenesten
5247,232,0.02,801.04,anledninger
5248,232,0.02,801.05,ekteparet
5249,232,0.02,801.07,enslige
5250,232,0.02,801.09,gjennomføringen
5251,232,0.02,801.1,hjemmeside
5252,232,0.02,801.12,humor
5253,232,0.02,801.13,informerte
5254,232,0.02,801.15,kommentatoren
5255,232,0.02,801.16,konstatere
5256,232,0.02,801.18,kontoen
5257,232,0.02,801.2,nasjoner
5258,232,0.02,801.21,samtalene
5259,232,0.02,801.23,sni
5260,232,0.02,801.24,styrken
5261,231,0.02,801.26,4
5262,231,0.02,801.28,blinde
5263,231,0.02,801.29,bwl
5264,231,0.02,801.31,eksterne
5265,231,0.02,801.32,førtidspensjonering
5266,231,0.02,801.34,halvannet
5267,231,0.02,801.35,klaget
5268,231,0.02,801.37,knyttes
5269,231,0.02,801.39,konsesjonsplikt
5270,231,0.02,801.4,lure
5271,231,0.02,801.42,nord-vietnamesiske
5272,231,0.02,801.43,realisere
5273,231,0.02,801.45,renten
5274,231,0.02,801.47,ryktene
5275,231,0.02,801.48,sjokkert
5276,231,0.02,801.5,sørlige
5277,231,0.02,801.51,tilslutning
5278,231,0.02,801.53,tjenestepensjonsordninger
5279,231,0.02,801.54,transplantasjon
5280,231,0.02,801.56,uttrykker
5281,231,0.02,801.58,visepresident
5282,231,0.02,801.59,østlandet
5283,230,0.02,801.61,forbrukerne
5284,230,0.02,801.62,hedmark
5285,230,0.02,801.64,husene
5286,230,0.02,801.66,minnes
5287,230,0.02,801.67,ordnet
5288,230,0.02,801.69,prioritert
5289,230,0.02,801.7,sammensatt
5290,230,0.02,801.72,skuldrene
5291,230,0.02,801.73,utgitt
5292,230,0.02,801.75,utsagn
5293,230,0.02,801.77,vere
5294,230,0.02,801.78,vest-tyskland
5295,230,0.02,801.8,yrke
5296,229,0.02,801.81,3d
5297,229,0.02,801.83,aksjonærene
5298,229,0.02,801.84,banket
5299,229,0.02,801.86,ensidig
5300,229,0.02,801.88,falske
5301,229,0.02,801.89,faster
5302,229,0.02,801.91,forfattere
5303,229,0.02,801.92,høring
5304,229,0.02,801.94,krevd
5305,229,0.02,801.95,maktet
5306,229,0.02,801.97,mareritt
5307,229,0.02,801.99,omstendighetene
5308,229,0.02,802,prest
5309,229,0.02,802.02,reelt
5310,229,0.02,802.03,rettighetene
5311,229,0.02,802.05,spilles
5312,229,0.02,802.06,studio
5313,229,0.02,802.08,team
5314,229,0.02,802.1,tele
5315,229,0.02,802.11,tøft
5316,228,0.02,802.13,1-0
5317,228,0.02,802.14,ad
5318,228,0.02,802.16,begrep
5319,228,0.02,802.17,betegnelsen
5320,228,0.02,802.19,egg
5321,228,0.02,802.2,foreligge
5322,228,0.02,802.22,front
5323,228,0.02,802.24,haugen
5324,228,0.02,802.25,henvendelser
5325,228,0.02,802.27,hjulpet
5326,228,0.02,802.28,keeper
5327,228,0.02,802.3,kreft
5328,228,0.02,802.31,lurte
5329,228,0.02,802.33,lyden
5330,228,0.02,802.35,meldingene
5331,228,0.02,802.36,paragrafen
5332,228,0.02,802.38,rå
5333,228,0.02,802.39,standardisering
5334,228,0.02,802.41,svekke
5335,228,0.02,802.42,tente
5336,228,0.02,802.44,thoresen
5337,228,0.02,802.45,von
5338,228,0.02,802.47,æren
5339,227,0.02,802.49,6000
5340,227,0.02,802.5,bergenserne
5341,227,0.02,802.52,blodige
5342,227,0.02,802.53,brått
5343,227,0.02,802.55,carlos
5344,227,0.02,802.56,forbudet
5345,227,0.02,802.58,høstens
5346,227,0.02,802.6,juryen
5347,227,0.02,802.61,lise
5348,227,0.02,802.63,lønnsomt
5349,227,0.02,802.64,solidaritet
5350,227,0.02,802.66,statsadvokat
5351,227,0.02,802.67,telekommunikasjon
5352,227,0.02,802.69,tress
5353,227,0.02,802.7,tunnelen
5354,227,0.02,802.72,usedvanlig
5355,227,0.02,802.74,årsverk
5356,226,0.02,802.75,afp-ordningen
5357,226,0.02,802.77,antakelig
5358,226,0.02,802.78,beregnes
5359,226,0.02,802.8,berger
5360,226,0.02,802.81,datamaskinen
5361,226,0.02,802.83,deltakelse
5362,226,0.02,802.84,dyktig
5363,226,0.02,802.86,flinke
5364,226,0.02,802.87,forbruket
5365,226,0.02,802.89,glemmer
5366,226,0.02,802.91,hindret
5367,226,0.02,802.92,kniv
5368,226,0.02,802.94,mottakeren
5369,226,0.02,802.95,novells
5370,226,0.02,802.97,nærliggende
5371,226,0.02,802.98,nød
5372,226,0.02,803,omsatte
5373,226,0.02,803.01,prester
5374,226,0.02,803.03,pund
5375,226,0.02,803.04,relevante
5376,226,0.02,803.06,skjerpet
5377,226,0.02,803.08,sperret
5378,226,0.02,803.09,styres
5379,226,0.02,803.11,tiår
5380,226,0.02,803.12,tredjedel
5381,226,0.02,803.14,utvalgte
5382,225,0.02,803.15,administrere
5383,225,0.02,803.17,alarm
5384,225,0.02,803.18,begrensning
5385,225,0.02,803.2,bente
5386,225,0.02,803.21,chelsea
5387,225,0.02,803.23,dengang
5388,225,0.02,803.25,dommere
5389,225,0.02,803.26,eiendommer
5390,225,0.02,803.28,festet
5391,225,0.02,803.29,fremtredende
5392,225,0.02,803.31,homofile
5393,225,0.02,803.32,ingeborg
5394,225,0.02,803.34,klemetsen
5395,225,0.02,803.35,konsernsjef
5396,225,0.02,803.37,nrks
5397,225,0.02,803.38,pen
5398,225,0.02,803.4,politiinspektør
5399,225,0.02,803.42,prinsipielle
5400,225,0.02,803.43,rettslige
5401,225,0.02,803.45,sanger
5402,225,0.02,803.46,sveriges
5403,225,0.02,803.48,sykdommer
5404,225,0.02,803.49,utvikles
5405,225,0.02,803.51,venstres
5406,224,0.02,803.52,bakgrunnsstoff
5407,224,0.02,803.54,burma
5408,224,0.02,803.55,evner
5409,224,0.02,803.57,forbereder
5410,224,0.02,803.58,forbund
5411,224,0.02,803.6,forsikrer
5412,224,0.02,803.62,hågensen
5413,224,0.02,803.63,innkjøp
5414,224,0.02,803.65,ira
5415,224,0.02,803.66,lagring
5416,224,0.02,803.68,meiner
5417,224,0.02,803.69,nedgangen
5418,224,0.02,803.71,ranet
5419,224,0.02,803.72,standardisert
5420,223,0.02,803.74,1960
5421,223,0.02,803.75,comma
5422,223,0.02,803.77,cuba
5423,223,0.02,803.78,dørene
5424,223,0.02,803.8,ferdsel
5425,223,0.02,803.81,fusjonen
5426,223,0.02,803.83,hanne
5427,223,0.02,803.85,helland
5428,223,0.02,803.86,iverksatt
5429,223,0.02,803.88,kommenterer
5430,223,0.02,803.89,mjelde
5431,223,0.02,803.91,pakistanske
5432,223,0.02,803.92,raser
5433,223,0.02,803.94,skifter
5434,223,0.02,803.95,skremt
5435,223,0.02,803.97,sosialistisk
5436,223,0.02,803.98,teatret
5437,223,0.02,804,våpenhvilen
5438,223,0.02,804.01,øinene
5439,222,0.02,804.03,access
5440,222,0.02,804.04,boligen
5441,222,0.02,804.06,drikker
5442,222,0.02,804.07,forårsaket
5443,222,0.02,804.09,fritid
5444,222,0.02,804.1,funksjonalitet
5445,222,0.02,804.12,jugoslavia
5446,222,0.02,804.13,legg
5447,222,0.02,804.15,offiserer
5448,222,0.02,804.17,oppgir
5449,222,0.02,804.18,overlege
5450,222,0.02,804.2,simpelthen
5451,222,0.02,804.21,skjulte
5452,222,0.02,804.23,sør-vietnam
5453,222,0.02,804.24,utfordringene
5454,222,0.02,804.26,verktøyet
5455,221,0.02,804.27,atskillig
5456,221,0.02,804.29,definere
5457,221,0.02,804.3,diplomater
5458,221,0.02,804.32,forsikret
5459,221,0.02,804.33,forsvinne
5460,221,0.02,804.35,hovedregel
5461,221,0.02,804.36,hvorledes
5462,221,0.02,804.38,inntekten
5463,221,0.02,804.39,isen
5464,221,0.02,804.41,kretser
5465,221,0.02,804.42,lagmannsretten
5466,221,0.02,804.44,laveste
5467,221,0.02,804.45,oppkjøpet
5468,221,0.02,804.47,optimistisk
5469,221,0.02,804.48,overordnet
5470,221,0.02,804.5,postverket
5471,221,0.02,804.51,regning
5472,221,0.02,804.53,rettes
5473,221,0.02,804.54,sannhet
5474,221,0.02,804.56,tekster
5475,221,0.02,804.57,tester
5476,221,0.02,804.59,typiske
5477,221,0.02,804.6,utsettelse
5478,220,0.02,804.62,450
5479,220,0.02,804.64,bakover
5480,220,0.02,804.65,demonstranter
5481,220,0.02,804.67,etableres
5482,220,0.02,804.68,folkevalgte
5483,220,0.02,804.7,julen
5484,220,0.02,804.71,kanter
5485,220,0.02,804.73,klassiske
5486,220,0.02,804.74,kompromiss
5487,220,0.02,804.76,maskinvare
5488,220,0.02,804.77,møttes
5489,220,0.02,804.79,opera
5490,220,0.02,804.8,oppholdt
5491,220,0.02,804.82,påvist
5492,220,0.02,804.83,riksrevisjonen
5493,220,0.02,804.85,same
5494,220,0.02,804.86,serveren
5495,220,0.02,804.88,smerte
5496,220,0.02,804.89,stammer
5497,219,0.02,804.91,aksepterer
5498,219,0.02,804.92,bye
5499,219,0.02,804.94,deltagelse
5500,219,0.02,804.95,eiendommen
5501,219,0.02,804.97,forlangte
5502,219,0.02,804.98,forsikringer
5503,219,0.02,805,forventningene
5504,219,0.02,805.01,gasskraftverk
5505,219,0.02,805.03,gjerningsmannen
5506,219,0.02,805.04,hevdes
5507,219,0.02,805.06,innkalt
5508,219,0.02,805.07,innskudd
5509,219,0.02,805.09,inntrykket
5510,219,0.02,805.1,interaktiv
5511,219,0.02,805.12,kjærligheten
5512,219,0.02,805.13,landbruksdepartementet
5513,219,0.02,805.15,lovende
5514,219,0.02,805.16,lund-kommisjonen
5515,219,0.02,805.18,låne
5516,219,0.02,805.19,mannlige
5517,219,0.02,805.21,moe
5518,219,0.02,805.22,skolens
5519,219,0.02,805.24,skrives
5520,219,0.02,805.25,sovjet
5521,219,0.02,805.27,stemning
5522,219,0.02,805.28,tv2
5523,218,0.01,805.3,arbeiderne
5524,218,0.01,805.31,arv
5525,218,0.01,805.33,bitter
5526,218,0.01,805.34,dertil
5527,218,0.01,805.36,excel
5528,218,0.01,805.37,fortjeneste
5529,218,0.01,805.39,framtidige
5530,218,0.01,805.4,fylker
5531,218,0.01,805.42,ingrid
5532,218,0.01,805.43,kontrollert
5533,218,0.01,805.45,kunngjorde
5534,218,0.01,805.46,led
5535,218,0.01,805.48,monopol
5536,218,0.01,805.49,noget
5537,218,0.01,805.51,overlate
5538,218,0.01,805.52,prat
5539,218,0.01,805.54,sammensetning
5540,218,0.01,805.55,sand
5541,218,0.01,805.57,synge
5542,218,0.01,805.58,sår
5543,217,0.01,805.6,6
5544,217,0.01,805.61,amerika
5545,217,0.01,805.63,betrakte
5546,217,0.01,805.64,blandet
5547,217,0.01,805.65,fellesdata
5548,217,0.01,805.67,finale
5549,217,0.01,805.68,fleksibel
5550,217,0.01,805.7,hell
5551,217,0.01,805.71,høyest
5552,217,0.01,805.73,klasser
5553,217,0.01,805.74,mons
5554,217,0.01,805.76,muslimer
5555,217,0.01,805.77,produsentene
5556,217,0.01,805.79,roy
5557,217,0.01,805.8,standarden
5558,217,0.01,805.82,trøst
5559,217,0.01,805.83,vilt
5560,216,0.01,805.85,benekter
5561,216,0.01,805.86,betegner
5562,216,0.01,805.88,daniel
5563,216,0.01,805.89,eøs-avtalen
5564,216,0.01,805.91,forbrytelser
5565,216,0.01,805.92,forvente
5566,216,0.01,805.94,hør
5567,216,0.01,805.95,innføres
5568,216,0.01,805.97,jakob
5569,216,0.01,805.98,kirkeasyl
5570,216,0.01,806,letingen
5571,216,0.01,806.01,liberale
5572,216,0.01,806.03,nyte
5573,216,0.01,806.04,peres
5574,216,0.01,806.06,produsent
5575,216,0.01,806.07,taus
5576,216,0.01,806.08,vederlag
5577,216,0.01,806.1,vgs
5578,215,0.01,806.11,avgjøres
5579,215,0.01,806.13,fungerte
5580,215,0.01,806.14,hvisket
5581,215,0.01,806.16,kvinnelig
5582,215,0.01,806.17,ledes
5583,215,0.01,806.19,menneskerettighetene
5584,215,0.01,806.2,muslimske
5585,215,0.01,806.22,nesen
5586,215,0.01,806.23,palestinernes
5587,215,0.01,806.25,saksbehandling
5588,215,0.01,806.26,stakkars
5589,215,0.01,806.28,tettere
5590,214,0.01,806.29,3com
5591,214,0.01,806.31,4000
5592,214,0.01,806.32,autoritet
5593,214,0.01,806.34,beskatning
5594,214,0.01,806.35,datautstyr
5595,214,0.01,806.36,diplomatiske
5596,214,0.01,806.38,domstol
5597,214,0.01,806.39,domstolen
5598,214,0.01,806.41,geografisk
5599,214,0.01,806.42,gled
5600,214,0.01,806.44,ifra
5601,214,0.01,806.45,karadzic
5602,214,0.01,806.47,kildene
5603,214,0.01,806.48,kutt
5604,214,0.01,806.5,noenlunde
5605,214,0.01,806.51,oskar
5606,214,0.01,806.53,pbl
5607,214,0.01,806.54,pensjonen
5608,214,0.01,806.56,siemens
5609,214,0.01,806.57,that
5610,214,0.01,806.58,tvilsomt
5611,213,0.01,806.6,alan
5612,213,0.01,806.61,cappelen
5613,213,0.01,806.63,fleire
5614,213,0.01,806.64,flotte
5615,213,0.01,806.66,forbruker
5616,213,0.01,806.67,gisler
5617,213,0.01,806.69,gøy
5618,213,0.01,806.7,import
5619,213,0.01,806.72,ka
5620,213,0.01,806.73,kuling
5621,213,0.01,806.75,kvadratmeter
5622,213,0.01,806.76,laste
5623,213,0.01,806.77,mannskap
5624,213,0.01,806.79,meld
5625,213,0.01,806.8,moden
5626,213,0.01,806.82,moral
5627,213,0.01,806.83,nikitin
5628,213,0.01,806.85,revet
5629,213,0.01,806.86,shell
5630,213,0.01,806.88,skoleverket
5631,213,0.01,806.89,spørsmålstegn
5632,213,0.01,806.91,svakheter
5633,213,0.01,806.92,virtuelle
5634,213,0.01,806.93,warp
5635,212,0.01,806.95,bernt
5636,212,0.01,806.96,boutros-ghali
5637,212,0.01,806.98,brun
5638,212,0.01,806.99,burundi
5639,212,0.01,807.01,delphi
5640,212,0.01,807.02,drillos
5641,212,0.01,807.04,dét
5642,212,0.01,807.05,erklært
5643,212,0.01,807.07,fabrikken
5644,212,0.01,807.08,forlanger
5645,212,0.01,807.09,grønt
5646,212,0.01,807.11,kjus
5647,212,0.01,807.12,lagene
5648,212,0.01,807.14,leter
5649,212,0.01,807.15,medisiner
5650,212,0.01,807.17,månen
5651,212,0.01,807.18,oppnås
5652,212,0.01,807.2,planlegge
5653,212,0.01,807.21,rådmannen
5654,212,0.01,807.23,trappen
5655,212,0.01,807.24,tviler
5656,212,0.01,807.25,ukers
5657,212,0.01,807.27,varene
5658,212,0.01,807.28,veiene
5659,212,0.01,807.3,villet
5660,212,0.01,807.31,yngve
5661,211,0.01,807.33,70-tallet
5662,211,0.01,807.34,bevegelsen
5663,211,0.01,807.36,blackburn
5664,211,0.01,807.37,egeland
5665,211,0.01,807.39,grunneieren
5666,211,0.01,807.4,håvard
5667,211,0.01,807.41,høgre
5668,211,0.01,807.43,lee
5669,211,0.01,807.44,levering
5670,211,0.01,807.46,løser
5671,211,0.01,807.47,omlegging
5672,211,0.01,807.49,overkant
5673,211,0.01,807.5,passerte
5674,211,0.01,807.52,pensjonist
5675,211,0.01,807.53,restriksjoner
5676,211,0.01,807.54,samboer
5677,211,0.01,807.56,sjåføren
5678,211,0.01,807.57,sorte
5679,211,0.01,807.59,sosial-
5680,211,0.01,807.6,topps
5681,211,0.01,807.62,tradisjoner
5682,211,0.01,807.63,tyngre
5683,211,0.01,807.65,uninett
5684,211,0.01,807.66,utstedt
5685,210,0.01,807.67,anbefale
5686,210,0.01,807.69,betraktelig
5687,210,0.01,807.7,forestilling
5688,210,0.01,807.72,kombinere
5689,210,0.01,807.73,konkurrerende
5690,210,0.01,807.75,mandatet
5691,210,0.01,807.76,pot
5692,210,0.01,807.77,prins
5693,210,0.01,807.79,prosjektene
5694,210,0.01,807.8,påvirkning
5695,210,0.01,807.82,skyldtes
5696,210,0.01,807.83,stopp
5697,210,0.01,807.85,tynn
5698,210,0.01,807.86,varetektsfengslet
5699,210,0.01,807.88,våpenhvile
5700,209,0.01,807.89,ankom
5701,209,0.01,807.9,cebit
5702,209,0.01,807.92,chr
5703,209,0.01,807.93,ekspertene
5704,209,0.01,807.95,forskningsråd
5705,209,0.01,807.96,fortjent
5706,209,0.01,807.98,gartner
5707,209,0.01,807.99,geografiske
5708,209,0.01,808,hege
5709,209,0.01,808.02,hoff
5710,209,0.01,808.03,lignet
5711,209,0.01,808.05,lønninger
5712,209,0.01,808.06,markeder
5713,209,0.01,808.08,okkuperte
5714,209,0.01,808.09,parallelt
5715,209,0.01,808.1,populær
5716,209,0.01,808.12,ruud
5717,209,0.01,808.13,sentralforbund
5718,209,0.01,808.15,sone
5719,209,0.01,808.16,tegne
5720,209,0.01,808.18,utforming
5721,209,0.01,808.19,vestfold
5722,209,0.01,808.21,villa
5723,209,0.01,808.22,vinneren
5724,209,0.01,808.23,åpnes
5725,208,0.01,808.25,arbeidsgiveren
5726,208,0.01,808.26,arbeidsplass
5727,208,0.01,808.28,betydde
5728,208,0.01,808.29,broen
5729,208,0.01,808.31,dagbladets
5730,208,0.01,808.32,fellesmarkedet
5731,208,0.01,808.33,fordelen
5732,208,0.01,808.35,forekommer
5733,208,0.01,808.36,fullført
5734,208,0.01,808.38,havne
5735,208,0.01,808.39,hendelser
5736,208,0.01,808.4,herken
5737,208,0.01,808.42,herr
5738,208,0.01,808.43,innvilget
5739,208,0.01,808.45,kjernen
5740,208,0.01,808.46,kohl
5741,208,0.01,808.48,macintosh
5742,208,0.01,808.49,organisering
5743,208,0.01,808.5,plassene
5744,208,0.01,808.52,rbk
5745,208,0.01,808.53,signalene
5746,208,0.01,808.55,stoffer
5747,208,0.01,808.56,takle
5748,208,0.01,808.58,tolkes
5749,208,0.01,808.59,utviklingshemmede
5750,208,0.01,808.6,valuta
5751,208,0.01,808.62,vernet
5752,208,0.01,808.63,vestlig
5753,208,0.01,808.65,årrekke
5754,207,0.01,808.66,agent
5755,207,0.01,808.68,agenter
5756,207,0.01,808.69,avgift
5757,207,0.01,808.7,avslutte
5758,207,0.01,808.72,beslaglagt
5759,207,0.01,808.73,betinget
5760,207,0.01,808.75,brant
5761,207,0.01,808.76,bønn
5762,207,0.01,808.77,datterselskap
5763,207,0.01,808.79,demonstrasjon
5764,207,0.01,808.8,flaske
5765,207,0.01,808.82,foregått
5766,207,0.01,808.83,forutsetningene
5767,207,0.01,808.85,holm
5768,207,0.01,808.86,innser
5769,207,0.01,808.87,jorda
5770,207,0.01,808.89,kanten
5771,207,0.01,808.9,kraftverk
5772,207,0.01,808.92,leker
